
   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server
  2026-06-06 11:40:39 /api/session/state ........................... ~ 0.23ms
  2026-06-06 11:40:39 /api/session/state ............................... ~ 2s
  2026-06-06 11:40:42 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:40:42 /api/session/state ......................... ~ 500.55ms
  2026-06-06 11:40:44 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:40:44 /api/session/state ......................... ~ 500.60ms
  2026-06-06 11:40:46 /api/session/state ........................... ~ 0.29ms
  2026-06-06 11:40:46 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:48 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:40:48 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:51 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:40:51 /api/session/state ......................... ~ 500.30ms
  2026-06-06 11:40:54 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:40:54 /api/session/state ............................... ~ 1s
  2026-06-06 11:40:56 /api/session/state ......................... ~ 500.87ms
  2026-06-06 11:40:56 /api/session/state ......................... ~ 500.61ms
  2026-06-06 11:40:59 /api/session/state ......................... ~ 500.67ms
  2026-06-06 11:40:59 /api/session/state ........................... ~ 0.23ms
  2026-06-06 11:41:02 /api/session/state ......................... ~ 500.39ms
  2026-06-06 11:41:02 /api/session/state ......................... ~ 500.53ms
  2026-06-06 11:41:05 /api/session/state ......................... ~ 500.84ms
  2026-06-06 11:41:05 /api/session/state ............................... ~ 1s
  2026-06-06 11:41:08 /api/session/state ......................... ~ 500.72ms
  2026-06-06 11:41:08 /api/session/state ............................... ~ 1s
  2026-06-06 11:41:11 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:41:11 /api/session/state ......................... ~ 500.60ms
  2026-06-06 11:41:14 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:41:14 /api/session/state ......................... ~ 500.71ms
  2026-06-06 11:41:17 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:41:17 /api/session/state ......................... ~ 500.60ms
  2026-06-06 11:41:20 /api/session/state ........................... ~ 0.14ms
  2026-06-06 11:41:20 /api/session/state ......................... ~ 500.64ms
  2026-06-06 11:41:23 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:41:23 /api/session/state ......................... ~ 500.56ms
  2026-06-06 11:41:26 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:41:26 /api/session/state ......................... ~ 500.67ms
  2026-06-06 11:41:29 /api/session/state ........................... ~ 0.31ms
  2026-06-06 11:41:29 /api/session/state ......................... ~ 500.41ms
  2026-06-06 11:41:32 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:41:32 /api/session/state ............................... ~ 1s
  2026-06-06 11:41:35 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:41:35 /api/session/state ......................... ~ 500.54ms
  2026-06-06 11:41:37 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:41:37 /api/session/state ......................... ~ 500.58ms
  2026-06-06 11:41:37 /api/community/projects ...................... ~ 0.26ms
  2026-06-06 11:41:37 /api/community/projects ...................... ~ 0.11ms
  2026-06-06 11:41:39 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:41:39 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:41:39 /api/projects/publish-status ................. ~ 0.31ms
  2026-06-06 11:41:39 /api/projects/publish-status ................. ~ 0.12ms
  2026-06-06 11:41:44 /api/projects/publish ........................ ~ 0.23ms
  2026-06-06 11:41:44 /api/projects/publish ............................ ~ 1s
  2026-06-06 11:41:45 /api/projects/publish-status ................. ~ 0.08ms
  2026-06-06 11:41:45 /api/projects/publish-status ................. ~ 0.07ms
  2026-06-06 11:42:38 /api/projects/publish ........................ ~ 0.11ms
  2026-06-06 11:42:38 /api/projects/publish ............................ ~ 2s
  2026-06-06 11:42:43 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:42:43 /api/session/state ......................... ~ 500.25ms
  2026-06-06 11:42:45 /api/community/projects ...................... ~ 0.06ms
  2026-06-06 11:42:45 /api/community/projects .......................... ~ 1s
  2026-06-06 11:42:46 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:42:46 /api/session/state ........................... ~ 0.03ms
  2026-06-06 11:42:49 /api/session ................................. ~ 0.07ms
  2026-06-06 11:42:49 /api/session ............................... ~ 500.24ms
  2026-06-06 11:42:50 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:42:50 /api/session/state ......................... ~ 500.27ms
  2026-06-06 11:42:51 /api/community/projects ...................... ~ 0.09ms
  2026-06-06 11:42:51 /api/community/projects .......................... ~ 1s
  2026-06-06 11:42:53 /api/projects/publish-status ................. ~ 0.06ms
  2026-06-06 11:42:53 /api/projects/publish-status ............... ~ 500.28ms
  2026-06-06 11:42:56 /api/projects/publish ........................ ~ 0.08ms
  2026-06-06 11:42:56 /api/projects/publish ...................... ~ 500.27ms
  2026-06-06 11:42:57 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:42:57 /api/session/state ........................... ~ 0.02ms
  2026-06-06 11:43:00 /api/community/projects ...................... ~ 0.06ms
  2026-06-06 11:43:00 /api/community/projects ...................... ~ 0.02ms
  2026-06-06 11:43:04 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:43:04 /api/session/state ........................... ~ 0.15ms
  2026-06-06 11:43:11 /api/session ................................. ~ 0.07ms
  2026-06-06 11:43:11 /api/session ............................... ~ 500.68ms
  2026-06-06 11:43:12 /api/session/state ......................... ~ 500.49ms
  2026-06-06 11:43:12 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:43:33 /api/session ................................. ~ 0.07ms
  2026-06-06 11:43:36 /api/session/state ........................... ~ 0.15ms
  2026-06-06 11:43:36 /api/session/state ......................... ~ 500.60ms
  2026-06-06 11:43:40 /api/session/state ........................... ~ 0.06ms
  2026-06-06 11:43:40 /api/session/state ............................... ~ 1s
  2026-06-06 11:43:43 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:43:43 /api/session/state ............................... ~ 2s
  2026-06-06 11:43:45 /api/session/state ........................... ~ 0.03ms
  2026-06-06 11:43:45 /api/session/state ............................... ~ 1s
  2026-06-06 11:43:47 /api/session/state ........................... ~ 0.26ms
  2026-06-06 11:43:47 /api/session/state ............................... ~ 1s
  2026-06-06 11:43:49 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:43:49 /api/session/state ............................... ~ 2s
  2026-06-06 11:43:52 /api/session/state ........................... ~ 0.23ms
  2026-06-06 11:43:52 /api/session/state ............................... ~ 1s
  2026-06-06 11:43:54 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:43:54 /api/session/state ......................... ~ 500.57ms
  2026-06-06 11:43:56 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:43:56 /api/session/state ............................... ~ 1s
  2026-06-06 11:43:58 /api/session/state ........................... ~ 0.17ms
  2026-06-06 11:43:58 /api/session/state ......................... ~ 500.24ms
  2026-06-06 11:44:01 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:44:01 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:44:03 /api/session/state ........................... ~ 0.28ms
  2026-06-06 11:44:03 /api/session/state ............................... ~ 2s
  2026-06-06 11:44:05 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:44:05 /api/session/state ............................... ~ 1s
  2026-06-06 11:44:07 /api/session/state ........................... ~ 0.33ms
  2026-06-06 11:44:07 /api/session/state ......................... ~ 500.60ms
  2026-06-06 11:44:10 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:44:10 /api/session/state ............................... ~ 1s
  2026-06-06 11:44:12 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:44:12 /api/session/state ......................... ~ 500.79ms
  2026-06-06 11:44:14 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:44:14 /api/session/state ........................... ~ 0.10ms
  2026-06-06 11:44:16 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:44:16 /api/session/state ......................... ~ 500.64ms
  2026-06-06 11:44:19 /api/session/state ........................... ~ 0.08ms
  2026-06-06 11:44:19 /api/session/state ........................... ~ 0.03ms
  2026-06-06 11:44:21 /api/session/state ........................... ~ 0.20ms
  2026-06-06 11:44:21 /api/session/state ......................... ~ 500.48ms
  2026-06-06 11:44:23 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:44:23 /api/session/state ............................... ~ 1s
  2026-06-06 11:44:25 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:44:25 /api/session/state ......................... ~ 500.61ms
  2026-06-06 11:44:28 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:44:28 /api/session/state ............................... ~ 1s
  2026-06-06 11:44:30 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:44:30 /api/session/state ......................... ~ 500.36ms
  2026-06-06 11:44:32 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:44:32 /api/session/state ............................... ~ 1s
  2026-06-06 11:44:34 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:44:34 /api/session/state ......................... ~ 500.27ms
  2026-06-06 11:44:37 /api/session/state ........................... ~ 0.27ms
  2026-06-06 11:44:37 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:44:39 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:44:39 /api/session/state ............................... ~ 2s
  2026-06-06 11:44:41 /api/session/state ........................... ~ 0.05ms
  2026-06-06 11:44:41 /api/session/state ......................... ~ 500.26ms
  2026-06-06 11:44:43 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:44:43 /api/session/state ............................... ~ 1s
  2026-06-06 11:44:45 /api/session/state ......................... ~ 500.77ms
  2026-06-06 11:44:46 /api/session/state ............................... ~ 1s
  2026-06-06 11:44:48 /api/session/state ........................... ~ 0.07ms
  2026-06-06 11:44:48 /api/session/state ........................... ~ 0.03ms
  2026-06-06 11:44:50 /api/session/state ......................... ~ 500.72ms
  2026-06-06 11:44:50 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:44:52 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:44:52 /api/session/state ......................... ~ 500.58ms
  2026-06-06 11:44:55 /api/session/state ........................... ~ 0.09ms
  2026-06-06 11:44:55 /api/session/state ............................... ~ 2s
  2026-06-06 11:44:57 /api/session/state ........................... ~ 0.21ms
  2026-06-06 11:44:57 /api/session/state ............................... ~ 1s
  2026-06-06 11:44:59 /api/session/state ........................... ~ 0.14ms
  2026-06-06 11:44:59 /api/session/state ......................... ~ 500.66ms
  2026-06-06 11:45:01 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:45:01 /api/session/state ......................... ~ 500.78ms
  2026-06-06 11:45:04 /api/session/state ........................... ~ 0.11ms
  2026-06-06 11:45:04 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:45:06 /api/session/state ........................... ~ 0.22ms
  2026-06-06 11:45:06 /api/session/state ......................... ~ 500.62ms
  2026-06-06 11:45:08 /api/session/state ......................... ~ 500.49ms
